player name,mvp,ops,avg,rbi,hr
Kirby Puckett,No,0.894,0.314,99,23
Eddie Murray,No,0.891,0.323,82,21
Jim Edmonds,No,0.888,0.290,107,33
Robin Ventura,No,0.882,0.295,93,26
Bernie Williams,No,0.878,0.307,82,18
B.J. Surhoff,No,0.870,0.320,73,13
Will Clark,No,0.869,0.302,92,16
Tim Naehring,No,0.863,0.307,57,10
Frank Thomas,Yes,1.217,0.353,101,38
Albert Belle,No,1.152,0.357,101,36
Ken Griffey,No,1.076,0.323,90,40
Paul O'Neill,No,1.064,0.359,83,21
Bob Hamelin,No,0.987,0.282,65,24
Mo Vaughn,No,0.984,0.310,82,26
Chili Davis,No,0.972,0.311,84,26
Kenny Lofton,No,0.948,0.349,57,12
Rafael Palmeiro,No,0.942,0.319,76,23
Jose Canseco,No,0.939,0.282,90,31
Jay Buhner,No,0.936,0.279,68,21
Will Clark,No,0.932,0.329,80,13
Paul Molitor,No,0.927,0.341,75,14
Wade Boggs,No,0.922,0.342,55,11
Julio Franco,No,0.916,0.319,98,20
Tim Salmon,No,0.912,0.287,70,23
Kirk Gibson,No,0.906,0.276,72,23
Kirby Puckett,No,0.902,0.317,112,20
Jim Thome,No,0.882,0.268,52,20
Mickey Tettleton,No,0.882,0.248,51,17
Tony Phillips,No,0.877,0.281,61,19
John Olerud,No,0.870,0.297,67,12
Edgar Martinez,No,0.869,0.285,51,13
Lou Whitaker,No,0.867,0.301,43,12
Geronimo Berroa,No,0.864,0.306,65,13
John Olerud,No,1.072,0.363,107,24
Frank Thomas,Yes,1.033,0.317,128,41
Ken Griffey,No,1.025,0.309,109,45
Chris Hoiles,No,1.001,0.310,82,29
Juan Gonzalez,No,1.000,0.310,118,46
Rafael Palmeiro,No,0.926,0.295,105,37
Albert Belle,No,0.922,0.290,129,38
Tim Salmon,No,0.918,0.283,95,31
Mo Vaughn,No,0.915,0.297,101,29
Paul Molitor,No,0.911,0.332,111,22
Rickey Henderson,No,0.906,0.289,59,21
Roberto Alomar,No,0.900,0.326,93,17
Paul O'Neill,No,0.872,0.311,75,20
Danny Tartabull,No,0.866,0.250,102,31
Travis Fryman,No,0.865,0.300,97,22
Mickey Tettleton,No,0.864,0.245,110,32
Mike Greenwell,No,0.859,0.315,72,13
Jay Buhner,No,0.855,0.272,98,27
Greg Vaughn,No,0.850,0.267,97,30
Wally Joyner,No,0.842,0.292,65,15
Tony Phillips,No,0.841,0.313,57,7
Carlos Baerga,No,0.840,0.321,114,21
Cecil Fielder,No,0.832,0.267,117,30
Dean Palmer,No,0.824,0.245,96,33
Kirby Puckett,No,0.824,0.296,89,22
Frank Thomas,No,0.975,0.323,115,24
Mark McGwire,No,0.970,0.268,104,42
Edgar Martinez,No,0.948,0.343,73,18
Danny Tartabull,No,0.898,0.266,85,25
Ken Griffey,No,0.896,0.308,103,27
Dave Winfield,No,0.867,0.290,108,26
Kirby Puckett,No,0.864,0.329,110,19
Shane Mack,No,0.860,0.315,75,16
Paul Molitor,No,0.851,0.320,89,12
Mickey Tettleton,No,0.848,0.238,83,32
Lou Whitaker,No,0.847,0.278,71,19
Juan Gonzalez,No,0.833,0.260,109,43
Roberto Alomar,No,0.832,0.310,76,8
Chili Davis,No,0.825,0.288,66,12
John Olerud,No,0.825,0.284,66,16
Brady Anderson,No,0.823,0.271,80,21
Candy Maldonado,No,0.819,0.272,66,20
Carlos Baerga,No,0.809,0.312,105,20
Joe Carter,No,0.808,0.264,119,34
Robin Ventura,No,0.806,0.282,93,16
Tom Brunansky,No,0.800,0.266,74,15
Jose Canseco,No,0.799,0.244,87,26
Albert Belle,No,0.797,0.260,112,34
Rafael Palmeiro,No,0.786,0.268,85,22
Mike Devereaux,No,0.785,0.276,107,24
Frank Thomas,No,1.006,0.318,109,32
Danny Tartabull,No,0.990,0.316,100,31
Cal Ripken,No,0.940,0.323,114,34
Ken Griffey,No,0.926,0.327,100,22
Rafael Palmeiro,No,0.922,0.322,88,26
Jose Canseco,No,0.915,0.266,122,44
Chili Davis,No,0.892,0.277,93,29
Paul Molitor,No,0.888,0.325,75,17
Julio Franco,No,0.882,0.341,78,15
Wade Boggs,No,0.881,0.332,51,8
Lou Whitaker,No,0.881,0.279,78,23
Mickey Tettleton,No,0.878,0.263,89,31
Cecil Fielder,No,0.860,0.261,133,44
Ruben Sierra,No,0.859,0.307,116,25
Edgar Martinez,No,0.857,0.307,52,14
Harold Baines,No,0.857,0.295,90,20
Wally Joyner,No,0.848,0.301,96,21
Jack Clark,No,0.840,0.249,87,28
Kent Hrbek,No,0.834,0.284,89,20
Joe Carter,No,0.833,0.273,108,33
Rickey Henderson,No,0.823,0.268,57,18
Kirby Puckett,No,0.812,0.319,89,15
Dave Henderson,No,0.811,0.276,85,25
Robin Ventura,No,0.810,0.284,100,23
Tony Phillips,No,0.809,0.284,72,17
Rickey Henderson,Yes,1.016,0.325,61,28
Cecil Fielder,No,0.969,0.277,132,51
Fred McGriff,No,0.930,0.300,88,35
Jose Canseco,No,0.914,0.274,101,37
George Brett,No,0.902,0.329,87,14
Mark McGwire,No,0.859,0.235,108,39
Kent Hrbek,No,0.850,0.287,79,22
Ken Griffey,No,0.847,0.300,80,22
Kelly Gruber,No,0.842,0.274,118,31
Ellis Burks,No,0.835,0.296,89,21
Edgar Martinez,No,0.830,0.302,49,11
Carlton Fisk,No,0.829,0.285,65,18
Rafael Palmeiro,No,0.829,0.319,89,14
Alan Trammell,No,0.826,0.304,89,14
Alvin Davis,No,0.816,0.283,68,17
Jesse Barfield,No,0.815,0.246,78,25
Kirby Puckett,No,0.811,0.298,80,12
Wade Boggs,No,0.804,0.302,63,6
Mike Greenwell,No,0.801,0.297,73,14
Brook Jacoby,No,0.792,0.293,75,14
Dave Winfield,No,0.790,0.267,78,21
Lance Parrish,No,0.790,0.268,70,24
Julio Franco,No,0.785,0.296,69,11
Chris James,No,0.784,0.299,70,12
Dave Parker,No,0.781,0.289,92,21
Fred McGriff,No,0.924,0.269,92,36
Alvin Davis,No,0.920,0.305,95,21
Robin Yount,Yes,0.896,0.318,103,21
Ruben Sierra,No,0.890,0.306,119,29
Wade Boggs,No,0.879,0.330,54,3
Dwight Evans,No,0.861,0.285,100,20
Harold Baines,No,0.860,0.309,72,16
Nick Esasky,No,0.856,0.277,108,30
Julio Franco,No,0.848,0.316,92,13
Kirby Puckett,No,0.843,0.339,85,9
Don Mattingly,No,0.828,0.303,113,23
Lou Whitaker,No,0.822,0.251,85,28
Paul Molitor,No,0.818,0.315,56,11
Mike Greenwell,No,0.813,0.308,95,14
Rickey Henderson,No,0.810,0.274,57,12
Danny Tartabull,No,0.809,0.268,62,18
Mark McGwire,No,0.806,0.231,95,33
Bo Jackson,No,0.805,0.256,105,32
Carney Lansford,No,0.803,0.336,52,2
George Brett,No,0.793,0.282,80,12
Jim Eisenreich,No,0.790,0.293,59,9
George Bell,No,0.788,0.297,104,18
Phil Bradley,No,0.781,0.277,55,11
Chili Davis,No,0.775,0.271,90,22
Kelly Gruber,No,0.775,0.290,73,18
Wade Boggs,No,0.965,0.366,58,5
Jose Canseco,Yes,0.960,0.307,124,42
Mike Greenwell,No,0.946,0.325,119,22
Fred McGriff,No,0.928,0.282,82,34
Dave Winfield,No,0.927,0.322,107,25
Kirby Puckett,No,0.920,0.356,121,24
Kent Hrbek,No,0.907,0.312,76,25
Gary Gaetti,No,0.905,0.301,88,28
George Brett,No,0.898,0.306,103,24
Dave Henderson,No,0.888,0.304,94,24
Danny Tartabull,No,0.884,0.274,102,26
Alvin Davis,No,0.875,0.295,69,18
Dwight Evans,No,0.861,0.293,111,21
Ellis Burks,No,0.848,0.294,92,18
Alan Trammell,No,0.836,0.311,69,15
Eddie Murray,No,0.836,0.284,84,28
Paul Molitor,No,0.836,0.312,60,13
Robin Yount,No,0.834,0.306,91,13
Mark McGwire,No,0.830,0.260,99,32
Don Mattingly,No,0.816,0.311,88,18
Jack Clark,No,0.815,0.242,93,27
Cory Snyder,No,0.810,0.272,75,26
Brian Downing,No,0.804,0.242,64,25
Cal Ripken,No,0.803,0.264,81,23
Kevin Seitzer,No,0.794,0.304,60,5
Wade Boggs,No,1.049,0.363,89,24
Paul Molitor,No,1.003,0.353,75,16
Mark McGwire,No,0.987,0.289,118,49
Dwight Evans,No,0.986,0.305,123,34
George Bell,Yes,0.957,0.308,134,47
Alan Trammell,No,0.954,0.343,105,28
Don Mattingly,No,0.937,0.327,115,30
Kent Hrbek,No,0.934,0.285,90,34
Danny Tartabull,No,0.931,0.309,101,34
Brook Jacoby,No,0.928,0.300,69,32
Larry Sheets,No,0.921,0.316,94,31
Kirby Puckett,No,0.900,0.332,99,28
Wally Joyner,No,0.894,0.285,117,34
Ivan Calderon,No,0.888,0.293,83,28
Brian Downing,No,0.886,0.272,77,29
Alvin Davis,No,0.886,0.295,100,29
George Brett,No,0.884,0.290,78,22
Matt Nokes,No,0.880,0.289,87,32
Darrell Evans,No,0.880,0.257,99,34
Kevin Seitzer,No,0.869,0.323,83,15
Robin Yount,No,0.862,0.312,103,21
Kirk Gibson,No,0.861,0.277,79,24
Chet Lemon,No,0.857,0.277,75,20
Phil Bradley,No,0.850,0.297,67,14
Tom Brunansky,No,0.840,0.259,85,32
George Brett,No,1.022,0.335,112,30
Don Mattingly,Yes,0.938,0.324,145,35
Rickey Henderson,No,0.934,0.314,72,24
Wade Boggs,No,0.928,0.368,78,8
Eddie Murray,No,0.906,0.297,124,31
Jesse Barfield,No,0.906,0.289,84,27
Kirk Gibson,No,0.882,0.287,97,29
Darrell Evans,No,0.875,0.248,94,40
Phil Bradley,No,0.862,0.300,88,26
Mike Young,No,0.861,0.273,81,28
Reggie Jackson,No,0.847,0.252,85,27
Rich Gedman,No,0.846,0.295,80,18
Jim Rice,No,0.836,0.291,103,27
Mike Davis,No,0.832,0.287,82,24
Dwight Evans,No,0.832,0.263,78,29
Alvin Davis,No,0.822,0.287,78,18
Toby Harrah,No,0.820,0.270,44,9
Lou Whitaker,No,0.819,0.279,73,21
Cal Ripken,No,0.816,0.282,110,26
Harold Baines,No,0.815,0.309,113,22
Carlton Fisk,No,0.808,0.238,107,37
Brett Butler,No,0.808,0.311,50,5
Jim Presley,No,0.808,0.275,84,28
George Bell,No,0.807,0.275,95,28
Lance Parrish,No,0.802,0.273,98,28
Dwight Evans,No,0.920,0.295,104,32
Eddie Murray,No,0.918,0.306,110,29
Don Mattingly,No,0.918,0.343,110,23
Dave Winfield,No,0.908,0.340,100,19
Kent Hrbek,No,0.906,0.311,107,27
Harold Baines,No,0.903,0.304,94,29
Mike Easler,No,0.892,0.313,91,27
Alvin Davis,No,0.888,0.284,116,27
Cal Ripken,No,0.884,0.304,86,27
Kirk Gibson,No,0.880,0.282,91,27
Rickey Henderson,No,0.858,0.293,58,16
Chet Lemon,No,0.852,0.287,76,20
Alan Trammell,No,0.851,0.314,69,14
Andre Thornton,No,0.850,0.271,99,33
Fred Lynn,No,0.840,0.271,79,23
Buddy Bell,No,0.840,0.315,83,11
Lloyd Moseby,No,0.838,0.280,92,18
Tony Armas,No,0.831,0.268,123,43
Don Baylor,No,0.830,0.262,89,27
Dave Kingman,No,0.826,0.268,118,35
George Bell,No,0.824,0.292,87,26
Wade Boggs,No,0.823,0.325,55,6
Brian Downing,No,0.822,0.275,91,23
Dwayne Murphy,No,0.814,0.256,88,33
Willie Upshaw,No,0.809,0.278,84,19
George Brett,No,0.947,0.310,93,25
Wade Boggs,No,0.930,0.361,74,5
Eddie Murray,No,0.930,0.306,111,33
Jim Rice,No,0.911,0.305,126,39
Cal Ripken,No,0.888,0.318,102,27
Willie Upshaw,No,0.887,0.306,104,27
Robin Yount,No,0.886,0.308,80,17
Lloyd Moseby,No,0.875,0.315,81,18
Carlton Fisk,No,0.874,0.289,86,26
Dave Winfield,No,0.858,0.283,116,32
Alan Trammell,No,0.856,0.319,66,14
Don Baylor,No,0.856,0.303,85,21
Kent Hrbek,No,0.855,0.297,84,16
Greg Luzinski,No,0.854,0.255,95,32
Cecil Cooper,No,0.849,0.307,126,30
Lou Whitaker,No,0.838,0.320,72,12
Rickey Henderson,No,0.835,0.292,48,9
Hal McRae,No,0.833,0.311,82,12
Ken Singleton,No,0.829,0.276,84,18
Larry Herndon,No,0.829,0.302,92,20
Andre Thornton,No,0.822,0.281,77,17
Rod Carew,No,0.820,0.339,44,2
Ron Kittle,No,0.818,0.254,100,35
Chet Lemon,No,0.814,0.255,69,24
Roy Smalley,No,0.810,0.275,62,18
Robin Yount,Yes,0.956,0.331,114,29
Eddie Murray,No,0.940,0.316,110,32
Dwight Evans,No,0.936,0.292,98,32
Doug DeCinces,No,0.916,0.301,97,30
Hal McRae,No,0.910,0.308,133,27
Reggie Jackson,No,0.907,0.275,101,39
Dave Winfield,No,0.891,0.280,106,37
Fred Lynn,No,0.891,0.299,86,21
Toby Harrah,No,0.888,0.304,78,25
George Brett,No,0.884,0.301,82,21
Cecil Cooper,No,0.870,0.313,121,32
Andre Thornton,No,0.870,0.273,116,32
Jim Rice,No,0.868,0.309,97,24
Lance Parrish,No,0.867,0.284,87,32
Brian Downing,No,0.850,0.281,84,28
Gorman Thomas,No,0.850,0.245,112,39
Gary Ward,No,0.849,0.289,91,28
Tom Brunansky,No,0.848,0.272,46,20
Kent Hrbek,No,0.848,0.301,92,23
Greg Luzinski,No,0.837,0.292,102,18
Richie Zisk,No,0.832,0.292,62,21
Bobby Grich,No,0.819,0.261,65,19
Paul Molitor,No,0.816,0.302,71,19
Chet Lemon,No,0.815,0.266,52,19
Jerry Mumphrey,No,0.813,0.300,68,9
Dwight Evans,No,0.937,0.296,71,22
Bobby Grich,No,0.921,0.304,61,22
Eddie Murray,No,0.895,0.294,78,22
Tom Paciorek,No,0.888,0.326,66,14
Chet Lemon,No,0.874,0.302,50,9
Cecil Cooper,No,0.858,0.320,60,12
Richie Zisk,No,0.851,0.311,43,16
George Brett,No,0.846,0.314,43,6
Rickey Henderson,No,0.845,0.319,35,6
Greg Luzinski,No,0.841,0.265,62,21
Gorman Thomas,No,0.841,0.259,65,21
Willie Aikens,No,0.836,0.266,53,17
Carney Lansford,No,0.828,0.336,52,4
Mike Hargrove,No,0.824,0.317,49,2
Dave Winfield,No,0.824,0.294,68,13
Ken Singleton,No,0.816,0.278,49,13
John Mayberry,No,0.812,0.248,43,17
Steve Kemp,No,0.809,0.277,49,9
Doug DeCinces,No,0.795,0.263,55,13
Buddy Bell,No,0.792,0.294,64,10
Jerry Mumphrey,No,0.783,0.307,32,6
Dwayne Murphy,No,0.777,0.251,60,15
Jim Rice,No,0.775,0.284,62,17
Tony Armas,No,0.774,0.261,76,22
Toby Harrah,No,0.770,0.291,44,5
George Brett,Yes,1.118,0.390,118,24
Reggie Jackson,No,0.995,0.300,111,41
Cecil Cooper,No,0.926,0.352,122,25
Ben Oglivie,No,0.925,0.304,118,41
Ken Singleton,No,0.882,0.304,104,24
Buddy Bell,No,0.877,0.329,83,17
Jason Thompson,No,0.873,0.288,90,21
Eddie Murray,No,0.873,0.300,116,32
Steve Kemp,No,0.851,0.293,101,21
Joe Charboneau,No,0.846,0.289,87,23
Dwight Evans,No,0.842,0.266,60,18
Jim Rice,No,0.840,0.294,86,24
Robin Yount,No,0.840,0.293,87,23
Al Oliver,No,0.838,0.319,117,19
Bruce Bochte,No,0.836,0.300,78,13
Willie Randolph,No,0.834,0.294,46,7
Rod Carew,No,0.833,0.331,59,3
Chet Lemon,No,0.830,0.292,51,11
Al Bumbry,No,0.825,0.318,53,9
Hal McRae,No,0.825,0.297,83,14
Bob Watson,No,0.825,0.307,68,13
Lance Parrish,No,0.824,0.286,82,24
John Mayberry,No,0.822,0.248,82,30
Rickey Henderson,No,0.820,0.303,53,9
Carlton Fisk,No,0.819,0.289,62,18
Fred Lynn,No,1.059,0.333,122,39
Sixto Lezcano,No,0.987,0.321,101,28
Jim Rice,No,0.977,0.325,130,39
Steve Kemp,No,0.941,0.318,105,26
George Brett,No,0.938,0.329,107,23
Ken Singleton,No,0.938,0.295,111,35
Reggie Jackson,No,0.926,0.297,89,29
Darrell Porter,No,0.905,0.291,112,20
Bobby Grich,No,0.903,0.294,101,30
Don Baylor,Yes,0.901,0.296,139,36
Gorman Thomas,No,0.895,0.244,123,45
Chet Lemon,No,0.888,0.318,86,17
Brian Downing,No,0.880,0.326,75,12
Bruce Bochte,No,0.878,0.316,100,16
Cecil Cooper,No,0.872,0.308,106,24
Ben Oglivie,No,0.869,0.282,81,29
Eddie Murray,No,0.844,0.295,99,25
Paul Molitor,No,0.842,0.322,62,9
Al Oliver,No,0.836,0.323,76,12
John Mayberry,No,0.833,0.274,74,21
Toby Harrah,No,0.833,0.279,77,20
Bobby Bonds,No,0.830,0.275,85,25
Dwight Evans,No,0.820,0.274,58,21
Dave Revering,No,0.817,0.288,77,19
Amos Otis,No,0.813,0.295,90,18
Jim Rice,Yes,0.970,0.315,139,46
Larry Hisle,No,0.906,0.290,115,34
Amos Otis,No,0.905,0.298,96,22
Andre Thornton,No,0.893,0.262,105,33
Leon Roberts,No,0.879,0.301,92,22
Doug DeCinces,No,0.872,0.286,80,28
Fred Lynn,No,0.872,0.298,82,22
Ken Singleton,No,0.871,0.293,81,20
Ben Oglivie,No,0.867,0.303,72,18
Gorman Thomas,No,0.866,0.246,86,32
Rod Carew,No,0.853,0.333,70,5
Rico Carty,No,0.850,0.282,99,31
Al Oliver,No,0.848,0.324,89,14
Carlton Fisk,No,0.841,0.284,88,20
Sixto Lezcano,No,0.837,0.292,61,15
Eddie Murray,No,0.836,0.285,95,27
Jason Thompson,No,0.836,0.287,96,26
Bobby Bonds,No,0.834,0.267,90,31
Reggie Jackson,No,0.834,0.274,97,27
Mitchell Page,No,0.814,0.285,70,17
Sal Bando,No,0.810,0.285,78,17
George Brett,No,0.809,0.294,62,9
Lou Piniella,No,0.806,0.314,69,6
Don Baylor,No,0.804,0.255,99,34
Graig Nettles,No,0.803,0.276,93,27
Rod Carew,Yes,1.019,0.388,100,14
Jim Rice,No,0.969,0.320,114,39
Ken Singleton,No,0.945,0.328,99,24
Mitchell Page,No,0.926,0.307,75,21
Reggie Jackson,No,0.925,0.286,110,32
Carlton Fisk,No,0.922,0.315,102,26
George Brett,No,0.905,0.312,88,22
Andre Thornton,No,0.904,0.263,70,28
Larry Hisle,No,0.902,0.302,119,28
Lyman Bostock,No,0.897,0.336,90,14
Mike Hargrove,No,0.896,0.305,69,18
Al Cowens,No,0.885,0.312,112,23
Hal McRae,No,0.881,0.298,92,21
Carl Yastrzemski,No,0.877,0.296,102,28
Toby Harrah,No,0.872,0.263,87,27
Richie Zisk,No,0.869,0.290,101,30
Bobby Bonds,No,0.862,0.264,115,37
Leroy Stanton,No,0.852,0.275,90,27
Eric Soderholm,No,0.850,0.280,67,25
Ron LeFlore,No,0.838,0.325,57,16
George Scott,No,0.837,0.269,95,33
Jason Thompson,No,0.834,0.270,105,31
Graig Nettles,No,0.829,0.255,107,37
Ron Fairly,No,0.827,0.279,64,19
Don Money,No,0.819,0.279,83,25
Hal McRae,No,0.868,0.332,73,8
Rod Carew,No,0.858,0.331,90,9
Reggie Jackson,No,0.853,0.277,91,27
George Brett,No,0.839,0.333,67,7
Fred Lynn,No,0.835,0.314,65,10
Gene Tenace,No,0.831,0.249,66,22
Rico Carty,No,0.821,0.310,83,13
Rusty Staub,No,0.818,0.299,96,15
Graig Nettles,No,0.803,0.254,93,32
Jim Rice,No,0.797,0.282,85,25
Lyman Bostock,No,0.794,0.323,60,4
Bobby Grich,No,0.790,0.266,54,13
Carl Yastrzemski,No,0.790,0.267,102,21
Ron LeFlore,No,0.786,0.316,39,4
Amos Otis,No,0.785,0.279,86,18
Mike Hargrove,No,0.781,0.287,58,7
Dan Ford,No,0.780,0.267,86,20
Roy White,No,0.774,0.286,65,14
George Hendrick,No,0.771,0.265,81,25
Thurman Munson,Yes,0.769,0.302,105,17
Ken Singleton,No,0.769,0.278,70,13
Chris Chambliss,No,0.765,0.293,96,17
Sal Bando,No,0.762,0.240,84,27
Lee May,No,0.759,0.258,109,25
Mickey Rivers,No,0.758,0.312,67,8
Fred Lynn,Yes,0.967,0.331,105,21
John Mayberry,No,0.963,0.291,106,34
Rod Carew,No,0.918,0.359,80,14
Boog Powell,No,0.901,0.297,86,27
Bobby Bonds,No,0.888,0.270,85,32
Ken Singleton,No,0.869,0.300,55,15
Toby Harrah,No,0.862,0.293,93,20
Gene Tenace,No,0.859,0.255,87,29
George Scott,No,0.857,0.285,109,36
Don Baylor,No,0.849,0.282,76,25
Jim Rice,No,0.841,0.309,102,22
Reggie Jackson,No,0.840,0.253,104,36
Joe Rudi,No,0.832,0.278,75,21
Steve Braun,No,0.818,0.302,45,11
Jorge Orta,No,0.813,0.304,83,11
Mike Hargrove,No,0.812,0.303,62,11
George Brett,No,0.809,0.308,90,11
Hal McRae,No,0.808,0.306,71,5
Roy White,No,0.802,0.290,59,12
Thurman Munson,No,0.795,0.318,102,12
Darrell Porter,No,0.789,0.232,60,18
Bobby Grich,No,0.787,0.260,57,13
Carl Yastrzemski,No,0.776,0.269,60,14
Chris Chambliss,No,0.770,0.304,72,9
Claudell Washington,No,0.769,0.308,77,10
Dick Allen,No,0.938,0.301,88,32
Reggie Jackson,No,0.905,0.289,93,29
Jeff Burroughs,Yes,0.901,0.301,118,25
Rod Carew,No,0.878,0.364,55,3
Carl Yastrzemski,No,0.859,0.301,79,15
Hal McRae,No,0.850,0.310,88,15
Bill Freehan,No,0.840,0.297,60,18
Oscar Gamble,No,0.833,0.291,59,19
Ken Henderson,No,0.827,0.292,95,20
Frank Robinson,No,0.820,0.245,68,22
Joe Rudi,No,0.818,0.293,99,22
Larry Hisle,No,0.818,0.286,79,19
Bobby Grich,No,0.807,0.263,82,19
Jorge Orta,No,0.805,0.316,67,10
Amos Otis,No,0.786,0.284,73,12
John Mayberry,No,0.782,0.234,69,22
Elliott Maddox,No,0.781,0.303,45,3
Gene Tenace,No,0.778,0.211,73,26
Sal Bando,No,0.778,0.243,103,22
George Scott,No,0.777,0.281,82,17
George Hendrick,No,0.766,0.279,67,19
John Briggs,No,0.764,0.253,73,17
Bobby Darwin,No,0.764,0.264,94,25
Don Money,No,0.761,0.283,65,15
Roy White,No,0.761,0.275,43,7
Reggie Jackson,Yes,0.914,0.293,117,32
John Mayberry,No,0.895,0.278,100,26
Rod Carew,No,0.882,0.350,62,6
Sal Bando,No,0.873,0.287,98,29
Carl Yastrzemski,No,0.870,0.296,95,19
Frank Robinson,No,0.861,0.266,97,30
George Scott,No,0.858,0.306,107,24
Amos Otis,No,0.851,0.300,93,26
Thurman Munson,No,0.849,0.301,74,20
Jeff Burroughs,No,0.842,0.279,85,30
Gene Tenace,No,0.830,0.259,84,24
Dave May,No,0.824,0.303,93,25
Bobby Murcer,No,0.821,0.304,95,22
Bill Melton,No,0.802,0.277,87,20
Orlando Cepeda,No,0.794,0.289,86,20
John Briggs,No,0.787,0.246,57,18
Tommy Harper,No,0.774,0.281,71,17
Larry Hisle,No,0.773,0.272,64,15
Bobby Grich,No,0.760,0.251,50,12
Earl Williams,No,0.758,0.237,83,22
Tony Oliva,No,0.754,0.291,92,16
Carlton Fisk,No,0.750,0.246,71,26
Don Money,No,0.748,0.284,61,11
Carlos May,No,0.747,0.268,96,20
Deron Johnson,No,0.738,0.246,81,19
Dick Allen,Yes,1.023,0.308,113,37
Carlton Fisk,No,0.909,0.293,61,22
John Mayberry,No,0.900,0.298,100,25
Bobby Murcer,No,0.898,0.292,96,33
Mike Epstein,No,0.866,0.270,70,26
Carlos May,No,0.843,0.308,68,12
Reggie Smith,No,0.840,0.270,74,21
Joe Rudi,No,0.830,0.305,75,19
Reggie Jackson,No,0.823,0.265,75,25
Harmon Killebrew,No,0.817,0.231,74,26
Richie Scheinblum,No,0.800,0.300,66,8
Lou Piniella,No,0.797,0.312,72,11
Norm Cash,No,0.784,0.259,61,22
Boog Powell,No,0.780,0.252,81,21
Bobby Grich,No,0.773,0.278,50,12
Bobby Darwin,No,0.769,0.267,80,22
Amos Otis,No,0.765,0.293,54,11
Roy White,No,0.760,0.270,54,10
Rod Carew,No,0.749,0.318,51,0
Carl Yastrzemski,No,0.748,0.264,68,12
George Scott,No,0.746,0.266,88,20
Bob Oliver,No,0.736,0.269,76,20
Tommy Harper,No,0.730,0.254,49,14
Chris Chambliss,No,0.724,0.292,44,6
Graig Nettles,No,0.720,0.253,70,17
Carl Yastrzemski,No,1.044,0.329,102,40
Frank Howard,No,0.962,0.283,126,44
Boog Powell,Yes,0.962,0.297,114,35
Harmon Killebrew,No,0.957,0.271,113,41
Frank Robinson,No,0.918,0.306,78,25
Tommy Harper,No,0.899,0.296,82,31
Tony Oliva,No,0.878,0.325,107,23
Roy White,No,0.860,0.296,94,22
Reggie Smith,No,0.858,0.303,74,22
Sal Bando,No,0.837,0.263,75,20
Alex Johnson,No,0.830,0.329,86,14
Bill Melton,No,0.828,0.263,96,33
Al Kaline,No,0.826,0.278,71,16
Roy Foster,No,0.824,0.268,60,23
Tony Conigliaro,No,0.822,0.266,116,36
George Scott,No,0.821,0.296,63,16
Reggie Jackson,No,0.817,0.237,66,23
Don Buford,No,0.816,0.272,66,17
Mike Epstein,No,0.815,0.256,56,20
Jim Fregosi,No,0.812,0.278,82,22
Rico Petrocelli,No,0.807,0.261,103,29
Jim Northrup,No,0.802,0.262,80,24
Thurman Munson,No,0.801,0.302,53,6
Vada Pinson,No,0.800,0.286,82,24
Cesar Tovar,No,0.798,0.300,54,10
Reggie Jackson,No,1.018,0.275,118,47
Harmon Killebrew,Yes,1.011,0.276,140,49
Rico Petrocelli,No,0.992,0.297,97,40
Frank Howard,No,0.976,0.296,111,48
Frank Robinson,No,0.955,0.308,100,32
Boog Powell,No,0.942,0.304,121,37
Reggie Smith,No,0.895,0.309,93,25
Sal Bando,No,0.885,0.281,113,31
Carl Yastrzemski,No,0.870,0.255,111,40
Jim Northrup,No,0.866,0.295,66,25
Rod Carew,No,0.853,0.332,56,8
Tony Oliva,No,0.851,0.309,101,24
Mike Andrews,No,0.844,0.293,59,15
Norm Cash,No,0.831,0.280,74,22
Don Mincher,No,0.821,0.246,78,25
Roy White,No,0.818,0.290,74,7
Don Buford,No,0.814,0.291,64,11
Paul Blair,No,0.804,0.285,76,26
Willie Horton,No,0.796,0.262,91,28
Al Kaline,No,0.793,0.272,69,21
Tony Horton,No,0.780,0.278,93,27
Dick Green,No,0.779,0.275,64,12
Ken McMullen,No,0.775,0.272,87,19
Bobby Murcer,No,0.773,0.259,82,26
Bill Melton,No,0.759,0.255,87,23
Carl Yastrzemski,Yes,1.040,0.326,121,44
Frank Robinson,No,0.979,0.311,94,30
Harmon Killebrew,No,0.965,0.269,113,44
Al Kaline,No,0.952,0.308,78,25
Don Mincher,No,0.854,0.273,76,25
Frank Howard,No,0.849,0.256,89,36
George Scott,No,0.838,0.303,82,19
Bill Freehan,No,0.835,0.282,74,20
Bob Allison,No,0.826,0.258,75,24
Mickey Mantle,No,0.825,0.245,55,22
Tony Oliva,No,0.810,0.289,83,17
Paul Blair,No,0.799,0.293,64,11
Norm Cash,No,0.783,0.242,72,22
Dick McAuliffe,No,0.775,0.239,65,22
Brooks Robinson,No,0.763,0.269,77,22
Curt Blefary,No,0.750,0.242,81,22
Rico Petrocelli,No,0.750,0.259,66,17
Rod Carew,No,0.750,0.292,51,8
Jim Fregosi,No,0.744,0.290,56,9
Pete Ward,No,0.726,0.233,62,18
Rick Reichardt,No,0.724,0.265,69,17
Jim Northrup,No,0.724,0.271,61,10
Max Alvis,No,0.704,0.256,70,21
Reggie Smith,No,0.704,0.246,61,15
Davey Johnson,No,0.702,0.247,64,10
