player name,mvp,ops,avg,rbi,hr
Bernie Williams,Not MVP,0.997,0.339,97,26
Juan Gonzalez,MVP,0.997,0.318,157,45
Mo Vaughn,Not MVP,0.994,0.337,115,40
Edgar Martinez,Not MVP,0.993,0.322,102,29
Carlos Delgado,Not MVP,0.978,0.292,115,38
Ken Griffey,Not MVP,0.977,0.284,146,56
Manny Ramirez,Not MVP,0.976,0.294,145,45
Eric Davis,Not MVP,0.970,0.327,89,28
Nomar Garciaparra,Not MVP,0.946,0.323,122,35
Rafael Palmeiro,Not MVP,0.945,0.296,121,43
Tim Salmon,Not MVP,0.943,0.300,88,26
Alex Rodriguez,Not MVP,0.920,0.310,124,42
Will Clark,Not MVP,0.891,0.305,102,23
Paul O'Neill,Not MVP,0.882,0.317,116,24
Matt Stairs,Not MVP,0.880,0.294,106,26
Tony Clark,Not MVP,0.880,0.291,103,34
Jim Edmonds,Not MVP,0.874,0.307,91,25
Jason Giambi,Not MVP,0.873,0.295,110,27
Ivan Rodriguez,Not MVP,0.871,0.321,91,21
Derek Jeter,Not MVP,0.864,0.324,84,19
Matt Lawton,Not MVP,0.864,0.278,77,21
Frank Thomas,Not MVP,0.861,0.265,109,29
Tino Martinez,Not MVP,0.860,0.281,123,28
Frank Thomas,Not MVP,1.067,0.347,125,35
Ken Griffey,Not MVP,1.028,0.304,147,56
David Justice,Not MVP,1.013,0.329,101,33
Edgar Martinez,Not MVP,1.009,0.330,108,28
Jim Thome,Not MVP,1.001,0.286,102,40
Mo Vaughn,Not MVP,0.980,0.315,96,35
Manny Ramirez,Not MVP,0.953,0.328,88,26
Bernie Williams,Not MVP,0.952,0.328,100,21
Tino Martinez,Not MVP,0.948,0.296,141,44
Rusty Greer,Not MVP,0.936,0.321,87,26
Jeromy Burnitz,Not MVP,0.934,0.281,85,27
Juan Gonzalez,Not MVP,0.924,0.296,131,42
Paul O'Neill,Not MVP,0.912,0.324,117,21
Tim Salmon,Not MVP,0.911,0.296,129,33
Bobby Higginson,Not MVP,0.899,0.299,101,27
Chili Davis,Not MVP,0.896,0.279,90,30
Jay Buhner,Not MVP,0.889,0.243,109,40
Carlos Delgado,Not MVP,0.878,0.262,91,30
Tony Clark,Not MVP,0.876,0.276,117,32
Nomar Garciaparra,Not MVP,0.875,0.306,98,30
John Valentin,Not MVP,0.871,0.306,77,18
Jim Edmonds,Not MVP,0.868,0.291,80,26
Brady Anderson,Not MVP,0.863,0.288,73,18
Paul Sorrento,Not MVP,0.859,0.269,80,31
Jason Giambi,Not MVP,0.857,0.293,81,20
Mark McGwire,Not MVP,1.198,0.312,113,52
Frank Thomas,Not MVP,1.085,0.349,134,40
Jim Thome,Not MVP,1.062,0.311,116,38
Edgar Martinez,Not MVP,1.059,0.327,103,26
Alex Rodriguez,Not MVP,1.045,0.358,123,36
Brady Anderson,Not MVP,1.034,0.297,110,50
Albert Belle,Not MVP,1.033,0.311,148,48
Ken Griffey,Not MVP,1.020,0.303,140,49
Juan Gonzalez,MVP,1.011,0.314,144,47
Mo Vaughn,Not MVP,1.003,0.326,143,44
Bobby Higginson,Not MVP,0.982,0.320,81,26
Manny Ramirez,Not MVP,0.981,0.309,112,33
Chuck Knoblauch,Not MVP,0.965,0.341,72,13
John Jaha,Not MVP,0.941,0.300,118,34
Roberto Alomar,Not MVP,0.938,0.328,94,22
Dave Nilsson,Not MVP,0.932,0.331,84,17
Rafael Palmeiro,Not MVP,0.928,0.289,142,39
Rusty Greer,Not MVP,0.927,0.332,100,18
Bernie Williams,Not MVP,0.926,0.305,102,29
Jay Buhner,Not MVP,0.926,0.271,138,44
Harold Baines,Not MVP,0.902,0.311,95,22
Jeff Cirillo,Not MVP,0.894,0.325,83,15
Robin Ventura,Not MVP,0.888,0.287,105,34
Tim Salmon,Not MVP,0.887,0.286,98,30
Paul O'Neill,Not MVP,0.885,0.302,91,19
Edgar Martinez,Not MVP,1.107,0.356,113,29
Albert Belle,Not MVP,1.091,0.317,126,50
Frank Thomas,Not MVP,1.061,0.308,111,40
Tim Salmon,Not MVP,1.024,0.330,105,34
Jim Thome,Not MVP,0.996,0.314,73,25
Mo Vaughn,MVP,0.963,0.300,126,39
Rafael Palmeiro,Not MVP,0.963,0.310,104,39
Manny Ramirez,Not MVP,0.960,0.308,107,31
Harold Baines,Not MVP,0.943,0.299,63,24
Chili Davis,Not MVP,0.943,0.318,86,20
Jose Canseco,Not MVP,0.933,0.306,81,24
John Valentin,Not MVP,0.931,0.298,102,27
Tino Martinez,Not MVP,0.920,0.293,111,31
Paul O'Neill,Not MVP,0.913,0.300,96,22
Chuck Knoblauch,Not MVP,0.912,0.333,63,11
Jay Buhner,Not MVP,0.909,0.262,121,40
Mickey Tettleton,Not MVP,0.906,0.238,78,32
Kirby Puckett,Not MVP,0.894,0.314,99,23
Eddie Murray,Not MVP,0.891,0.323,82,21
Jim Edmonds,Not MVP,0.888,0.290,107,33
Robin Ventura,Not MVP,0.882,0.295,93,26
Bernie Williams,Not MVP,0.878,0.307,82,18
B.J. Surhoff,Not MVP,0.870,0.320,73,13
Will Clark,Not MVP,0.869,0.302,92,16
Tim Naehring,Not MVP,0.863,0.307,57,10
Frank Thomas,MVP,1.217,0.353,101,38
Albert Belle,Not MVP,1.152,0.357,101,36
Ken Griffey,Not MVP,1.076,0.323,90,40
Paul O'Neill,Not MVP,1.064,0.359,83,21
Bob Hamelin,Not MVP,0.987,0.282,65,24
Mo Vaughn,Not MVP,0.984,0.310,82,26
Chili Davis,Not MVP,0.972,0.311,84,26
Kenny Lofton,Not MVP,0.948,0.349,57,12
Rafael Palmeiro,Not MVP,0.942,0.319,76,23
Jose Canseco,Not MVP,0.939,0.282,90,31
Jay Buhner,Not MVP,0.936,0.279,68,21
Will Clark,Not MVP,0.932,0.329,80,13
Paul Molitor,Not MVP,0.927,0.341,75,14
Wade Boggs,Not MVP,0.922,0.342,55,11
Julio Franco,Not MVP,0.916,0.319,98,20
Tim Salmon,Not MVP,0.912,0.287,70,23
Kirk Gibson,Not MVP,0.906,0.276,72,23
Kirby Puckett,Not MVP,0.902,0.317,112,20
Jim Thome,Not MVP,0.882,0.268,52,20
Mickey Tettleton,Not MVP,0.882,0.248,51,17
Tony Phillips,Not MVP,0.877,0.281,61,19
John Olerud,Not MVP,0.870,0.297,67,12
Edgar Martinez,Not MVP,0.869,0.285,51,13
Lou Whitaker,Not MVP,0.867,0.301,43,12
Geronimo Berroa,Not MVP,0.864,0.306,65,13
John Olerud,Not MVP,1.072,0.363,107,24
Frank Thomas,MVP,1.033,0.317,128,41
Ken Griffey,Not MVP,1.025,0.309,109,45
Chris Hoiles,Not MVP,1.001,0.310,82,29
Juan Gonzalez,Not MVP,1.000,0.310,118,46
Rafael Palmeiro,Not MVP,0.926,0.295,105,37
Albert Belle,Not MVP,0.922,0.290,129,38
Tim Salmon,Not MVP,0.918,0.283,95,31
Mo Vaughn,Not MVP,0.915,0.297,101,29
Paul Molitor,Not MVP,0.911,0.332,111,22
Rickey Henderson,Not MVP,0.906,0.289,59,21
Roberto Alomar,Not MVP,0.900,0.326,93,17
Paul O'Neill,Not MVP,0.872,0.311,75,20
Danny Tartabull,Not MVP,0.866,0.250,102,31
Travis Fryman,Not MVP,0.865,0.300,97,22
Mickey Tettleton,Not MVP,0.864,0.245,110,32
Mike Greenwell,Not MVP,0.859,0.315,72,13
Jay Buhner,Not MVP,0.855,0.272,98,27
Greg Vaughn,Not MVP,0.850,0.267,97,30
Wally Joyner,Not MVP,0.842,0.292,65,15
Tony Phillips,Not MVP,0.841,0.313,57,7
Carlos Baerga,Not MVP,0.840,0.321,114,21
Cecil Fielder,Not MVP,0.832,0.267,117,30
Dean Palmer,Not MVP,0.824,0.245,96,33
Kirby Puckett,Not MVP,0.824,0.296,89,22
Frank Thomas,Not MVP,0.975,0.323,115,24
Mark McGwire,Not MVP,0.970,0.268,104,42
Edgar Martinez,Not MVP,0.948,0.343,73,18
Danny Tartabull,Not MVP,0.898,0.266,85,25
Ken Griffey,Not MVP,0.896,0.308,103,27
Dave Winfield,Not MVP,0.867,0.290,108,26
Kirby Puckett,Not MVP,0.864,0.329,110,19
Shane Mack,Not MVP,0.860,0.315,75,16
Paul Molitor,Not MVP,0.851,0.320,89,12
Mickey Tettleton,Not MVP,0.848,0.238,83,32
Lou Whitaker,Not MVP,0.847,0.278,71,19
Juan Gonzalez,Not MVP,0.833,0.260,109,43
Roberto Alomar,Not MVP,0.832,0.310,76,8
Chili Davis,Not MVP,0.825,0.288,66,12
John Olerud,Not MVP,0.825,0.284,66,16
Brady Anderson,Not MVP,0.823,0.271,80,21
Candy Maldonado,Not MVP,0.819,0.272,66,20
Carlos Baerga,Not MVP,0.809,0.312,105,20
Joe Carter,Not MVP,0.808,0.264,119,34
Robin Ventura,Not MVP,0.806,0.282,93,16
Tom Brunansky,Not MVP,0.800,0.266,74,15
Jose Canseco,Not MVP,0.799,0.244,87,26
Albert Belle,Not MVP,0.797,0.260,112,34
Rafael Palmeiro,Not MVP,0.786,0.268,85,22
Mike Devereaux,Not MVP,0.785,0.276,107,24
Frank Thomas,Not MVP,1.006,0.318,109,32
Danny Tartabull,Not MVP,0.990,0.316,100,31
Cal Ripken,Not MVP,0.940,0.323,114,34
Ken Griffey,Not MVP,0.926,0.327,100,22
Rafael Palmeiro,Not MVP,0.922,0.322,88,26
Jose Canseco,Not MVP,0.915,0.266,122,44
Chili Davis,Not MVP,0.892,0.277,93,29
Paul Molitor,Not MVP,0.888,0.325,75,17
Julio Franco,Not MVP,0.882,0.341,78,15
Wade Boggs,Not MVP,0.881,0.332,51,8
Lou Whitaker,Not MVP,0.881,0.279,78,23
Mickey Tettleton,Not MVP,0.878,0.263,89,31
Cecil Fielder,Not MVP,0.860,0.261,133,44
Ruben Sierra,Not MVP,0.859,0.307,116,25
Edgar Martinez,Not MVP,0.857,0.307,52,14
Harold Baines,Not MVP,0.857,0.295,90,20
Wally Joyner,Not MVP,0.848,0.301,96,21
Jack Clark,Not MVP,0.840,0.249,87,28
Kent Hrbek,Not MVP,0.834,0.284,89,20
Joe Carter,Not MVP,0.833,0.273,108,33
Rickey Henderson,Not MVP,0.823,0.268,57,18
Kirby Puckett,Not MVP,0.812,0.319,89,15
Dave Henderson,Not MVP,0.811,0.276,85,25
Robin Ventura,Not MVP,0.810,0.284,100,23
Tony Phillips,Not MVP,0.809,0.284,72,17
Rickey Henderson,MVP,1.016,0.325,61,28
Cecil Fielder,Not MVP,0.969,0.277,132,51
Fred McGriff,Not MVP,0.930,0.300,88,35
Jose Canseco,Not MVP,0.914,0.274,101,37
George Brett,Not MVP,0.902,0.329,87,14
Mark McGwire,Not MVP,0.859,0.235,108,39
Kent Hrbek,Not MVP,0.850,0.287,79,22
Ken Griffey,Not MVP,0.847,0.300,80,22
Kelly Gruber,Not MVP,0.842,0.274,118,31
Ellis Burks,Not MVP,0.835,0.296,89,21
Edgar Martinez,Not MVP,0.830,0.302,49,11
Carlton Fisk,Not MVP,0.829,0.285,65,18
Rafael Palmeiro,Not MVP,0.829,0.319,89,14
Alan Trammell,Not MVP,0.826,0.304,89,14
Alvin Davis,Not MVP,0.816,0.283,68,17
Jesse Barfield,Not MVP,0.815,0.246,78,25
Kirby Puckett,Not MVP,0.811,0.298,80,12
Wade Boggs,Not MVP,0.804,0.302,63,6
Mike Greenwell,Not MVP,0.801,0.297,73,14
Brook Jacoby,Not MVP,0.792,0.293,75,14
Dave Winfield,Not MVP,0.790,0.267,78,21
Lance Parrish,Not MVP,0.790,0.268,70,24
Julio Franco,Not MVP,0.785,0.296,69,11
Chris James,Not MVP,0.784,0.299,70,12
Dave Parker,Not MVP,0.781,0.289,92,21
Fred McGriff,Not MVP,0.924,0.269,92,36
Alvin Davis,Not MVP,0.920,0.305,95,21
Robin Yount,MVP,0.896,0.318,103,21
Ruben Sierra,Not MVP,0.890,0.306,119,29
Wade Boggs,Not MVP,0.879,0.330,54,3
Dwight Evans,Not MVP,0.861,0.285,100,20
Harold Baines,Not MVP,0.860,0.309,72,16
Nick Esasky,Not MVP,0.856,0.277,108,30
Julio Franco,Not MVP,0.848,0.316,92,13
Kirby Puckett,Not MVP,0.843,0.339,85,9
Don Mattingly,Not MVP,0.828,0.303,113,23
Lou Whitaker,Not MVP,0.822,0.251,85,28
Paul Molitor,Not MVP,0.818,0.315,56,11
Mike Greenwell,Not MVP,0.813,0.308,95,14
Rickey Henderson,Not MVP,0.810,0.274,57,12
Danny Tartabull,Not MVP,0.809,0.268,62,18
Mark McGwire,Not MVP,0.806,0.231,95,33
Bo Jackson,Not MVP,0.805,0.256,105,32
Carney Lansford,Not MVP,0.803,0.336,52,2
George Brett,Not MVP,0.793,0.282,80,12
Jim Eisenreich,Not MVP,0.790,0.293,59,9
George Bell,Not MVP,0.788,0.297,104,18
Phil Bradley,Not MVP,0.781,0.277,55,11
Chili Davis,Not MVP,0.775,0.271,90,22
Kelly Gruber,Not MVP,0.775,0.290,73,18
Wade Boggs,Not MVP,0.965,0.366,58,5
Jose Canseco,MVP,0.960,0.307,124,42
Mike Greenwell,Not MVP,0.946,0.325,119,22
Fred McGriff,Not MVP,0.928,0.282,82,34
Dave Winfield,Not MVP,0.927,0.322,107,25
Kirby Puckett,Not MVP,0.920,0.356,121,24
Kent Hrbek,Not MVP,0.907,0.312,76,25
Gary Gaetti,Not MVP,0.905,0.301,88,28
George Brett,Not MVP,0.898,0.306,103,24
Dave Henderson,Not MVP,0.888,0.304,94,24
Danny Tartabull,Not MVP,0.884,0.274,102,26
Alvin Davis,Not MVP,0.875,0.295,69,18
Dwight Evans,Not MVP,0.861,0.293,111,21
Ellis Burks,Not MVP,0.848,0.294,92,18
Alan Trammell,Not MVP,0.836,0.311,69,15
Eddie Murray,Not MVP,0.836,0.284,84,28
Paul Molitor,Not MVP,0.836,0.312,60,13
Robin Yount,Not MVP,0.834,0.306,91,13
Mark McGwire,Not MVP,0.830,0.260,99,32
Don Mattingly,Not MVP,0.816,0.311,88,18
Jack Clark,Not MVP,0.815,0.242,93,27
Cory Snyder,Not MVP,0.810,0.272,75,26
Brian Downing,Not MVP,0.804,0.242,64,25
Cal Ripken,Not MVP,0.803,0.264,81,23
Kevin Seitzer,Not MVP,0.794,0.304,60,5
Wade Boggs,Not MVP,1.049,0.363,89,24
Paul Molitor,Not MVP,1.003,0.353,75,16
Mark McGwire,Not MVP,0.987,0.289,118,49
Dwight Evans,Not MVP,0.986,0.305,123,34
George Bell,MVP,0.957,0.308,134,47
Alan Trammell,Not MVP,0.954,0.343,105,28
Don Mattingly,Not MVP,0.937,0.327,115,30
Kent Hrbek,Not MVP,0.934,0.285,90,34
Danny Tartabull,Not MVP,0.931,0.309,101,34
Brook Jacoby,Not MVP,0.928,0.300,69,32
Larry Sheets,Not MVP,0.921,0.316,94,31
Kirby Puckett,Not MVP,0.900,0.332,99,28
Wally Joyner,Not MVP,0.894,0.285,117,34
Ivan Calderon,Not MVP,0.888,0.293,83,28
Brian Downing,Not MVP,0.886,0.272,77,29
Alvin Davis,Not MVP,0.886,0.295,100,29
George Brett,Not MVP,0.884,0.290,78,22
Matt Nokes,Not MVP,0.880,0.289,87,32
Darrell Evans,Not MVP,0.880,0.257,99,34
Kevin Seitzer,Not MVP,0.869,0.323,83,15
Robin Yount,Not MVP,0.862,0.312,103,21
Kirk Gibson,Not MVP,0.861,0.277,79,24
Chet Lemon,Not MVP,0.857,0.277,75,20
Phil Bradley,Not MVP,0.850,0.297,67,14
Tom Brunansky,Not MVP,0.840,0.259,85,32
George Brett,Not MVP,1.022,0.335,112,30
Don Mattingly,MVP,0.938,0.324,145,35
Rickey Henderson,Not MVP,0.934,0.314,72,24
Wade Boggs,Not MVP,0.928,0.368,78,8
Eddie Murray,Not MVP,0.906,0.297,124,31
Jesse Barfield,Not MVP,0.906,0.289,84,27
Kirk Gibson,Not MVP,0.882,0.287,97,29
Darrell Evans,Not MVP,0.875,0.248,94,40
Phil Bradley,Not MVP,0.862,0.300,88,26
Mike Young,Not MVP,0.861,0.273,81,28
Reggie Jackson,Not MVP,0.847,0.252,85,27
Rich Gedman,Not MVP,0.846,0.295,80,18
Jim Rice,Not MVP,0.836,0.291,103,27
Mike Davis,Not MVP,0.832,0.287,82,24
Dwight Evans,Not MVP,0.832,0.263,78,29
Alvin Davis,Not MVP,0.822,0.287,78,18
Toby Harrah,Not MVP,0.820,0.270,44,9
Lou Whitaker,Not MVP,0.819,0.279,73,21
Cal Ripken,Not MVP,0.816,0.282,110,26
Harold Baines,Not MVP,0.815,0.309,113,22
Carlton Fisk,Not MVP,0.808,0.238,107,37
Brett Butler,Not MVP,0.808,0.311,50,5
Jim Presley,Not MVP,0.808,0.275,84,28
George Bell,Not MVP,0.807,0.275,95,28
Lance Parrish,Not MVP,0.802,0.273,98,28
Dwight Evans,Not MVP,0.920,0.295,104,32
Eddie Murray,Not MVP,0.918,0.306,110,29
Don Mattingly,Not MVP,0.918,0.343,110,23
Dave Winfield,Not MVP,0.908,0.340,100,19
Kent Hrbek,Not MVP,0.906,0.311,107,27
Harold Baines,Not MVP,0.903,0.304,94,29
Mike Easler,Not MVP,0.892,0.313,91,27
Alvin Davis,Not MVP,0.888,0.284,116,27
Cal Ripken,Not MVP,0.884,0.304,86,27
Kirk Gibson,Not MVP,0.880,0.282,91,27
Rickey Henderson,Not MVP,0.858,0.293,58,16
Chet Lemon,Not MVP,0.852,0.287,76,20
Alan Trammell,Not MVP,0.851,0.314,69,14
Andre Thornton,Not MVP,0.850,0.271,99,33
Fred Lynn,Not MVP,0.840,0.271,79,23
Buddy Bell,Not MVP,0.840,0.315,83,11
Lloyd Moseby,Not MVP,0.838,0.280,92,18
Tony Armas,Not MVP,0.831,0.268,123,43
Don Baylor,Not MVP,0.830,0.262,89,27
Dave Kingman,Not MVP,0.826,0.268,118,35
George Bell,Not MVP,0.824,0.292,87,26
Wade Boggs,Not MVP,0.823,0.325,55,6
Brian Downing,Not MVP,0.822,0.275,91,23
Dwayne Murphy,Not MVP,0.814,0.256,88,33
Willie Upshaw,Not MVP,0.809,0.278,84,19
George Brett,Not MVP,0.947,0.310,93,25
Wade Boggs,Not MVP,0.930,0.361,74,5
Eddie Murray,Not MVP,0.930,0.306,111,33
Jim Rice,Not MVP,0.911,0.305,126,39
Cal Ripken,Not MVP,0.888,0.318,102,27
Willie Upshaw,Not MVP,0.887,0.306,104,27
Robin Yount,Not MVP,0.886,0.308,80,17
Lloyd Moseby,Not MVP,0.875,0.315,81,18
Carlton Fisk,Not MVP,0.874,0.289,86,26
Dave Winfield,Not MVP,0.858,0.283,116,32
Alan Trammell,Not MVP,0.856,0.319,66,14
Don Baylor,Not MVP,0.856,0.303,85,21
Kent Hrbek,Not MVP,0.855,0.297,84,16
Greg Luzinski,Not MVP,0.854,0.255,95,32
Cecil Cooper,Not MVP,0.849,0.307,126,30
Lou Whitaker,Not MVP,0.838,0.320,72,12
Rickey Henderson,Not MVP,0.835,0.292,48,9
Hal McRae,Not MVP,0.833,0.311,82,12
Ken Singleton,Not MVP,0.829,0.276,84,18
Larry Herndon,Not MVP,0.829,0.302,92,20
Andre Thornton,Not MVP,0.822,0.281,77,17
Rod Carew,Not MVP,0.820,0.339,44,2
Ron Kittle,Not MVP,0.818,0.254,100,35
Chet Lemon,Not MVP,0.814,0.255,69,24
Roy Smalley,Not MVP,0.810,0.275,62,18
Robin Yount,MVP,0.956,0.331,114,29
Eddie Murray,Not MVP,0.940,0.316,110,32
Dwight Evans,Not MVP,0.936,0.292,98,32
Doug DeCinces,Not MVP,0.916,0.301,97,30
Hal McRae,Not MVP,0.910,0.308,133,27
Reggie Jackson,Not MVP,0.907,0.275,101,39
Dave Winfield,Not MVP,0.891,0.280,106,37
Fred Lynn,Not MVP,0.891,0.299,86,21
Toby Harrah,Not MVP,0.888,0.304,78,25
George Brett,Not MVP,0.884,0.301,82,21
Cecil Cooper,Not MVP,0.870,0.313,121,32
Andre Thornton,Not MVP,0.870,0.273,116,32
Jim Rice,Not MVP,0.868,0.309,97,24
Lance Parrish,Not MVP,0.867,0.284,87,32
Brian Downing,Not MVP,0.850,0.281,84,28
Gorman Thomas,Not MVP,0.850,0.245,112,39
Gary Ward,Not MVP,0.849,0.289,91,28
Tom Brunansky,Not MVP,0.848,0.272,46,20
Kent Hrbek,Not MVP,0.848,0.301,92,23
Greg Luzinski,Not MVP,0.837,0.292,102,18
Richie Zisk,Not MVP,0.832,0.292,62,21
Bobby Grich,Not MVP,0.819,0.261,65,19
Paul Molitor,Not MVP,0.816,0.302,71,19
Chet Lemon,Not MVP,0.815,0.266,52,19
Jerry Mumphrey,Not MVP,0.813,0.300,68,9
Dwight Evans,Not MVP,0.937,0.296,71,22
Bobby Grich,Not MVP,0.921,0.304,61,22
Eddie Murray,Not MVP,0.895,0.294,78,22
Tom Paciorek,Not MVP,0.888,0.326,66,14
Chet Lemon,Not MVP,0.874,0.302,50,9
Cecil Cooper,Not MVP,0.858,0.320,60,12
Richie Zisk,Not MVP,0.851,0.311,43,16
George Brett,Not MVP,0.846,0.314,43,6
Rickey Henderson,Not MVP,0.845,0.319,35,6
Greg Luzinski,Not MVP,0.841,0.265,62,21
Gorman Thomas,Not MVP,0.841,0.259,65,21
Willie Aikens,Not MVP,0.836,0.266,53,17
Carney Lansford,Not MVP,0.828,0.336,52,4
Mike Hargrove,Not MVP,0.824,0.317,49,2
Dave Winfield,Not MVP,0.824,0.294,68,13
Ken Singleton,Not MVP,0.816,0.278,49,13
John Mayberry,Not MVP,0.812,0.248,43,17
Steve Kemp,Not MVP,0.809,0.277,49,9
Doug DeCinces,Not MVP,0.795,0.263,55,13
Buddy Bell,Not MVP,0.792,0.294,64,10
Jerry Mumphrey,Not MVP,0.783,0.307,32,6
Dwayne Murphy,Not MVP,0.777,0.251,60,15
Jim Rice,Not MVP,0.775,0.284,62,17
Tony Armas,Not MVP,0.774,0.261,76,22
Toby Harrah,Not MVP,0.770,0.291,44,5
George Brett,MVP,1.118,0.390,118,24
Reggie Jackson,Not MVP,0.995,0.300,111,41
Cecil Cooper,Not MVP,0.926,0.352,122,25
Ben Oglivie,Not MVP,0.925,0.304,118,41
Ken Singleton,Not MVP,0.882,0.304,104,24
Buddy Bell,Not MVP,0.877,0.329,83,17
Jason Thompson,Not MVP,0.873,0.288,90,21
Eddie Murray,Not MVP,0.873,0.300,116,32
Steve Kemp,Not MVP,0.851,0.293,101,21
Joe Charboneau,Not MVP,0.846,0.289,87,23
Dwight Evans,Not MVP,0.842,0.266,60,18
Jim Rice,Not MVP,0.840,0.294,86,24
Robin Yount,Not MVP,0.840,0.293,87,23
Al Oliver,Not MVP,0.838,0.319,117,19
Bruce Bochte,Not MVP,0.836,0.300,78,13
Willie Randolph,Not MVP,0.834,0.294,46,7
Rod Carew,Not MVP,0.833,0.331,59,3
Chet Lemon,Not MVP,0.830,0.292,51,11
Al Bumbry,Not MVP,0.825,0.318,53,9
Hal McRae,Not MVP,0.825,0.297,83,14
Bob Watson,Not MVP,0.825,0.307,68,13
Lance Parrish,Not MVP,0.824,0.286,82,24
John Mayberry,Not MVP,0.822,0.248,82,30
Rickey Henderson,Not MVP,0.820,0.303,53,9
Carlton Fisk,Not MVP,0.819,0.289,62,18
Fred Lynn,Not MVP,1.059,0.333,122,39
Sixto Lezcano,Not MVP,0.987,0.321,101,28
Jim Rice,Not MVP,0.977,0.325,130,39
Steve Kemp,Not MVP,0.941,0.318,105,26
George Brett,Not MVP,0.938,0.329,107,23
Ken Singleton,Not MVP,0.938,0.295,111,35
Reggie Jackson,Not MVP,0.926,0.297,89,29
Darrell Porter,Not MVP,0.905,0.291,112,20
Bobby Grich,Not MVP,0.903,0.294,101,30
Don Baylor,MVP,0.901,0.296,139,36
Gorman Thomas,Not MVP,0.895,0.244,123,45
Chet Lemon,Not MVP,0.888,0.318,86,17
Brian Downing,Not MVP,0.880,0.326,75,12
Bruce Bochte,Not MVP,0.878,0.316,100,16
Cecil Cooper,Not MVP,0.872,0.308,106,24
Ben Oglivie,Not MVP,0.869,0.282,81,29
Eddie Murray,Not MVP,0.844,0.295,99,25
Paul Molitor,Not MVP,0.842,0.322,62,9
Al Oliver,Not MVP,0.836,0.323,76,12
John Mayberry,Not MVP,0.833,0.274,74,21
Toby Harrah,Not MVP,0.833,0.279,77,20
Bobby Bonds,Not MVP,0.830,0.275,85,25
Dwight Evans,Not MVP,0.820,0.274,58,21
Dave Revering,Not MVP,0.817,0.288,77,19
Amos Otis,Not MVP,0.813,0.295,90,18
Jim Rice,MVP,0.970,0.315,139,46
Larry Hisle,Not MVP,0.906,0.290,115,34
Amos Otis,Not MVP,0.905,0.298,96,22
Andre Thornton,Not MVP,0.893,0.262,105,33
Leon Roberts,Not MVP,0.879,0.301,92,22
Doug DeCinces,Not MVP,0.872,0.286,80,28
Fred Lynn,Not MVP,0.872,0.298,82,22
Ken Singleton,Not MVP,0.871,0.293,81,20
Ben Oglivie,Not MVP,0.867,0.303,72,18
Gorman Thomas,Not MVP,0.866,0.246,86,32
Rod Carew,Not MVP,0.853,0.333,70,5
Rico Carty,Not MVP,0.850,0.282,99,31
Al Oliver,Not MVP,0.848,0.324,89,14
Carlton Fisk,Not MVP,0.841,0.284,88,20
Sixto Lezcano,Not MVP,0.837,0.292,61,15
Eddie Murray,Not MVP,0.836,0.285,95,27
Jason Thompson,Not MVP,0.836,0.287,96,26
Bobby Bonds,Not MVP,0.834,0.267,90,31
Reggie Jackson,Not MVP,0.834,0.274,97,27
Mitchell Page,Not MVP,0.814,0.285,70,17
Sal Bando,Not MVP,0.810,0.285,78,17
George Brett,Not MVP,0.809,0.294,62,9
Lou Piniella,Not MVP,0.806,0.314,69,6
Don Baylor,Not MVP,0.804,0.255,99,34
Graig Nettles,Not MVP,0.803,0.276,93,27
Rod Carew,MVP,1.019,0.388,100,14
Jim Rice,Not MVP,0.969,0.320,114,39
Ken Singleton,Not MVP,0.945,0.328,99,24
Mitchell Page,Not MVP,0.926,0.307,75,21
Reggie Jackson,Not MVP,0.925,0.286,110,32
Carlton Fisk,Not MVP,0.922,0.315,102,26
George Brett,Not MVP,0.905,0.312,88,22
Andre Thornton,Not MVP,0.904,0.263,70,28
Larry Hisle,Not MVP,0.902,0.302,119,28
Lyman Bostock,Not MVP,0.897,0.336,90,14
Mike Hargrove,Not MVP,0.896,0.305,69,18
Al Cowens,Not MVP,0.885,0.312,112,23
Hal McRae,Not MVP,0.881,0.298,92,21
Carl Yastrzemski,Not MVP,0.877,0.296,102,28
Toby Harrah,Not MVP,0.872,0.263,87,27
Richie Zisk,Not MVP,0.869,0.290,101,30
Bobby Bonds,Not MVP,0.862,0.264,115,37
Leroy Stanton,Not MVP,0.852,0.275,90,27
Eric Soderholm,Not MVP,0.850,0.280,67,25
Ron LeFlore,Not MVP,0.838,0.325,57,16
George Scott,Not MVP,0.837,0.269,95,33
Jason Thompson,Not MVP,0.834,0.270,105,31
Graig Nettles,Not MVP,0.829,0.255,107,37
Ron Fairly,Not MVP,0.827,0.279,64,19
Don Money,Not MVP,0.819,0.279,83,25
Hal McRae,Not MVP,0.868,0.332,73,8
Rod Carew,Not MVP,0.858,0.331,90,9
Reggie Jackson,Not MVP,0.853,0.277,91,27
George Brett,Not MVP,0.839,0.333,67,7
Fred Lynn,Not MVP,0.835,0.314,65,10
Gene Tenace,Not MVP,0.831,0.249,66,22
Rico Carty,Not MVP,0.821,0.310,83,13
Rusty Staub,Not MVP,0.818,0.299,96,15
Graig Nettles,Not MVP,0.803,0.254,93,32
Jim Rice,Not MVP,0.797,0.282,85,25
Lyman Bostock,Not MVP,0.794,0.323,60,4
Bobby Grich,Not MVP,0.790,0.266,54,13
